SH_ID,C_ID,C_NAME,C_EMAIL_ID,C_CONT_NO,C_ADDR,C_TYPE,M_ID,Start_date,End_date,Employee_ID,Employee_Name,Employee_Designation,Employee_Branch,Employee_Address,Employee_Contact,SH_CONTENT,SH_DOMAIN,SER_TYPE,SH_WEIGHT,SH_CHARGES,SR_ADDR,DS_ADDR,Status,Sent_Date,Delivery_Date,delivery_days,is_delivered,is_cancelled,is_ontime,Payment_ID,Payment_Status,Payment_Date,Amount
856,1278,Alonzo,Clay181@hotmail.com,9801474305,2700 Block of FOLSOM ST,Wholesale,136,1977-08-28,1996-09-09,102,Clay,Delivery Boy,AL,MISSION ST / 16TH ST,3746956671,Automotive,Domestic,Regular,880,1178,500 Block of HYDE ST,400 Block of CAPP ST,DELIVERED,1977-06-26,1977-11-08,135.0,True,False,False,31717452-66f3-11ea-9fcf-7077813058ce,PAID,1977-11-08,27105
1,1334,Philip,Baldemar170@yahoo.co.in,7636788633,800 Block of HOWARD ST,Internal Goods,500,2010-05-14,2012-08-04,361,Baldemar,Market analyst,NY,2700 Block of TAYLOR ST,3968979172,Arts and crafts,International,Express,947,1385,LARKIN ST / ELLIS ST,2700 Block of DIAMOND ST,DELIVERED,2010-02-13,2010-11-30,290.0,True,False,False,3172107a-66f3-11ea-ad07-7077813058ce,PAID,2010-11-30,99604
390,8887,Lola,Claudia529@google.co.in,6328420950,2300 Block of MARKET ST,Retail,969,1981-11-11,2000-03-09,962,Claudia,Head of marketing,HI,CEDAR ST / POLK ST,3932448384,Automotive,Domestic,Regular,234,780,6500 Block of 3RD ST,800 Block of 33RD AV,DELIVERED,2009-03-24,2009-03-09,-15.0,True,False,True,3172d2fa-66f3-11ea-bad5-7077813058ce,PAID,2009-03-09,90449
446,9858,Jennie,Arya715@ymail.co.in,1174341766,16TH ST / SHOTWELL ST,Wholesale,817,2002-09-23,2006-03-25,443,Arya,Warehouse in charge,KY,1200 Block of MARKET ST,2852248623,Food and Beverages,Domestic,Express,931,1247,0 Block of WHITFIELD CT,1500 Block of POWELL ST,NOT DELIVERED,1993-04-25,,,False,True,False,3173e41e-66f3-11ea-b5f4-7077813058ce,NOT PAID,,9520
32,9636,Brennan,Rodney10@ymail.com,9030541371,2000 Block of JERROLD AV,Wholesale,833,1994-09-13,2010-04-29,977,Rodney,Marketing manager,NC,800 Block of MARKET ST,2448301670,Arts and crafts,Domestic,Express,478,705,1100 Block of OCEAN AV,900 Block of DEHARO ST,NOT DELIVERED,2004-08-30,,,False,True,False,3174f566-66f3-11ea-98c3-7077813058ce,NOT PAID,,42210
420,9943,Juan,Amelia849@hotmail.com,3573904144,600 Block of 9TH AV,Internal Goods,221,1982-12-31,1985-08-09,936,Amelia,Market analyst,FL,BAY ST / POWELL ST,3017545245,Industrial Equipments,Domestic,Express,638,1130,BRYANT ST / 4TH ST,1300 Block of MISSION ST,NOT DELIVERED,1989-01-02,,,False,True,False,3175dfa2-66f3-11ea-b9d8-7077813058ce,NOT PAID,,21639
708,1246,Carlotta,Stephanie808@gmail.com,9998350900,900 Block of GENEVA AV,Retail,77,1996-11-18,2016-04-22,395,Stephanie,IT support executive,TX,1800 Block of OCEAN AV,3061127061,Industrial Equipments,Domestic,Express,50,72,900 Block of CONNECTICUT ST,LEAVENWORTH ST / EDDY ST,DELIVERED,2019-02-19,2019-07-31,162.0,True,False,False,31767bca-66f3-11ea-848b-7077813058ce,PAID,2019-07-31,58736
227,4527,Austin,Dejon859@ymail.com,3715864347,POLK ST / SUTTER ST,Wholesale,800,1989-11-30,2009-06-14,344,Dejon,Executive director,IL,100 Block of CLINTONPARK ST,6894953031,Industrial Equipments,International,Regular,477,564,POLK ST / BEACH ST,700 Block of LARKIN ST,DELIVERED,2002-01-25,2002-01-05,-20.0,True,False,True,317717f0-66f3-11ea-b57c-7077813058ce,PAID,2002-01-05,3951
595,3782,Naisha,Lawrence813@gmail.com,8089653286,MISSION ST / 9TH ST,Retail,146,2000-03-28,2006-10-12,48,Lawrence,Inventory manager,CO,100 Block of APTOS AV,3072705157,Fashion,International,Regular,879,1040,37TH AV / RIVERA ST,1200 Block of 36TH AV,NOT DELIVERED,2003-05-10,,,False,True,False,3177db2e-66f3-11ea-99fe-7077813058ce,NOT PAID,,69479
211,6225,Maurice,Felicity667@ymail.com,9827842133,1400 Block of HARRISON ST,Internal Goods,531,2009-11-26,2027-11-17,362,Felicity,Chief finance officer,MO,1800 Block of NEWHALL ST,7245809798,Electronics,Domestic,Express,912,1220,FREMONT ST / HARRISON ST,0 Block of CRESTLAKE DR,DELIVERED,2006-03-17,2006-12-23,281.0,True,False,False,3178c56c-66f3-11ea-9547-7077813058ce,PAID,2006-12-23,10366
650,2257,Gabrielle,Kim205@hotmail.com,2998991184,FILLMORE ST / CALIFORNIA ST,Retail,503,1998-08-06,2014-10-22,88,Kim,Office manager,NY,100 Block of CEDAR ST,8271644418,Food and Beverages,International,Regular,868,1141,400 Block of GENEVA AV,POWELL ST / OFARRELL ST,NOT DELIVERED,2007-06-18,,,False,True,False,31796190-66f3-11ea-b0b6-7077813058ce,NOT PAID,,10001
45,9177,Grover,Morgan937@yahoo.com,7591554939,EDDY ST / POLK ST,Wholesale,19,2010-12-17,2021-01-03,289,Morgan,Chief finance officer,SC,400 Block of VALENCIA ST,3201665520,Healthcare,Domestic,Express,889,1050,20TH ST / KANSAS ST,JEFFERSON ST / TAYLOR ST,DELIVERED,1996-03-03,1996-05-01,59.0,True,False,False,3179fdb8-66f3-11ea-b117-7077813058ce,PAID,1996-05-01,15307
201,8703,Carter,Hudson500@gmail.com,7320532389,800 Block of BRYANT ST,Internal Goods,897,1998-05-07,1999-04-02,704,Hudson,Non-executive director,CO,STEINER ST / WASHINGTON ST,3426056035,Home Furnishing,Domestic,Regular,482,850,4000 Block of 18TH ST,500 Block of ELLIS ST,NOT DELIVERED,1982-12-02,,,False,True,False,317ac112-66f3-11ea-96bf-7077813058ce,NOT PAID,,68923
564,3514,Claude,Stacy454@hotmail.com,8552082746,800 Block of OAK ST,Wholesale,703,1986-01-29,1987-01-03,903,Stacy,Engineering department manager,SC,200 Block of BRANNAN ST,1233066378,Healthcare,International,Express,683,1275,1400 Block of 14TH AV,1800 Block of DIVISADERO ST,DELIVERED,2004-05-02,2004-09-25,146.0,True,False,False,317b8422-66f3-11ea-8b90-7077813058ce,PAID,2004-09-25,59651
138,3089,Bianca,Peter111@ymail.co.in,8015529354,300 Block of LEAVENWORTH ST,Internal Goods,249,2001-08-16,2002-05-08,315,Peter,Chief finance officer,KS,800 Block of BRYANT ST,6263485134,Home Furnishing,Domestic,Regular,382,714,200 Block of 2ND ST,0 Block of THRIFT ST,NOT DELIVERED,2008-02-22,,,False,True,False,317c204a-66f3-11ea-b627-7077813058ce,NOT PAID,,78953
57,7253,Frank,Beth644@outlook.com,9700239171,1500 Block of WEBSTER ST,Internal Goods,360,1979-09-15,1994-06-30,501,Beth,Warehouse in charge,NY,2200 Block of CHESTNUT ST,1354925878,Construction,Domestic,Regular,753,1027,2900 Block of TURK ST,300 Block of DEMONTFORT AV,DELIVERED,2004-03-18,2004-03-02,-16.0,True,False,True,317ce378-66f3-11ea-b64a-7077813058ce,PAID,2004-03-02,89420
128,8786,Marie,Devon640@hotmail.com,8588987011,1600 Block of GEARY BL,Internal Goods,327,2017-08-13,2027-01-14,812,Devon,Market analyst,MO,ADA CT / OFARRELL ST,6143377957,Arts and crafts,International,Express,718,1486,0 Block of 7TH ST,300 Block of 10TH ST,NOT DELIVERED,1992-03-22,,,False,True,False,317dcdc0-66f3-11ea-a3ce-7077813058ce,NOT PAID,,50374
33,1211,Neri,Jonathan257@google.co.in,2797657807,500 Block of CRESTLAKE DR,Internal Goods,121,2012-09-15,2015-08-22,953,Jonathan,Executive director,CT,1600 Block of WEBSTER ST,1029837290,Industrial Equipments,Domestic,Express,577,1312,0 Block of CUMBERLAND ST,200 Block of POPLAR ST,NOT DELIVERED,1988-04-05,,,False,True,False,317e69e2-66f3-11ea-8d1d-7077813058ce,NOT PAID,,83102
936,359,Chelsey,Benita200@yahoo.co.in,3420855911,CALIFORNIA ST / FILLMORE ST,Internal Goods,614,1986-01-29,1989-04-08,830,Benita,Director,MA,4800 Block of GEARY BL,9313787148,Electronics,International,Express,607,1007,1100 Block of POLK ST,800 Block of OFARRELL ST,NOT DELIVERED,2013-02-09,,,False,True,False,317f5426-66f3-11ea-9e99-7077813058ce,NOT PAID,,62151
762,2066,Catherine,John780@yahoo.com,5965931339,1700 Block of STEINER ST,Retail,80,2005-03-25,2023-09-29,656,John,Block development manager,WA,1100 Block of SUNNYDALE AV,9053980373,Automotive,International,Regular,242,926,16TH ST / UTAH ST,400 Block of CASTRO ST,NOT DELIVERED,1978-03-21,,,False,True,False,31803e5c-66f3-11ea-9cfa-7077813058ce,NOT PAID,,84665
838,4322,Lucien,Jan805@ymail.com,7775860985,700 Block of PERU AV,Internal Goods,401,2001-01-15,2006-12-29,935,Jan,Assistant manager,OR,300 Block of CHATTANOOGA ST,2836649349,Industrial Equipments,International,Express,593,1036,100 Block of GOLDEN GATE AV,800 Block of MISSION ST,DELIVERED,1995-01-05,1995-08-23,230.0,True,False,False,3180da86-66f3-11ea-a8db-7077813058ce,PAID,1995-08-23,1760
215,7773,Aidan,Robert988@google.co.in,2945958018,100 Block of OAK ST,Internal Goods,914,1985-11-17,1998-11-08,762,Robert,Market analyst,VA,ELIZABETH ST / DIAMOND ST,1786274009,Electronics,Domestic,Express,812,1161,1500 Block of POLK ST,600 Block of KANSAS ST,DELIVERED,1985-01-10,1985-01-31,21.0,True,False,False,318176ac-66f3-11ea-8841-7077813058ce,PAID,1985-01-31,30239
818,6746,Tomeka,Kaitlyn60@yahoo.com,8157767838,HOWARD ST / 3RD ST,Wholesale,713,1976-11-04,1990-12-14,698,Kaitlyn,Material handling executive,NC,1400 Block of BAKER ST,1300453861,Hazardous Goods,Domestic,Express,833,1016,POLK ST / SUTTER ST,1200 Block of NOE ST,DELIVERED,2006-08-28,2006-10-20,53.0,True,False,False,318260fe-66f3-11ea-a0f0-7077813058ce,PAID,2006-10-20,20194
780,6732,Theresa,Stephan274@yahoo.co.in,9712766674,1300 Block of MISSION ST,Internal Goods,568,1990-06-07,2001-04-23,294,Stephan,Fleet manager,WV,1600 Block of FOLSOM ST,6518015418,Healthcare,International,Express,872,1058,100 Block of BREWSTER ST,900 Block of MARKET ST,DELIVERED,1989-10-12,1989-10-17,5.0,True,False,True,31832428-66f3-11ea-9902-7077813058ce,PAID,1989-10-17,58470
40,805,Korie,Emma964@gmail.com,2366659988,400 Block of ELLIS ST,Retail,752,2014-05-23,2016-10-05,535,Emma,Transport manager,CA,300 Block of PRAGUE ST,7774474168,Arts and crafts,Domestic,Regular,483,648,0 Block of TURK ST,900 Block of CAPITOL AV,NOT DELIVERED,1980-05-03,,,False,True,False,31851fae-66f3-11ea-9f4d-7077813058ce,NOT PAID,,91926
366,7540,Misael,Monica700@gmail.com,2771856986,4900 Block of MISSION ST,Retail,867,2008-08-14,2024-11-07,357,Monica,Executive director,IL,400 Block of BAY ST,5796916149,Fashion,International,Regular,679,1015,1700 Block of SUNNYDALE AV,400 Block of BAKER ST,DELIVERED,1980-03-01,1980-03-16,15.0,True,False,False,31863106-66f3-11ea-8b2f-7077813058ce,PAID,1980-03-16,34797
678,5269,Steven,Pamala451@outlook.com,4717095278,16TH ST / SHOTWELL ST,Retail,980,2002-09-26,2016-06-20,468,Pamala,Warehouse manager,AZ,1600 Block of THE EMBARCADERONORTH ST,2618359567,Hazardous Goods,International,Express,318,938,SOUTH VAN NESS AV / 13TH ST,100 Block of LELAND AV,NOT DELIVERED,1994-01-15,,,False,True,False,31876958-66f3-11ea-afcb-7077813058ce,NOT PAID,,19346
703,8404,Tammi,Matt620@yahoo.com,6852398753,700 Block of STANYAN ST,Wholesale,704,2013-11-25,2029-10-10,798,Matt,Sales manager,WA,1100 Block of FITZGERALD AV,2073271791,Home Furnishing,Domestic,Express,329,597,22ND ST / CAROLINA ST,2600 Block of FOLSOM ST,NOT DELIVERED,2017-01-25,,,False,True,False,31885382-66f3-11ea-b84f-7077813058ce,NOT PAID,,35185
180,519,Rayburn,Kristie659@hotmail.com,8198842186,1400 Block of SACRAMENTO ST,Retail,598,1986-06-20,1996-04-17,497,Kristie,Delivery Boy,VA,4600 Block of 18TH ST,8030257579,Luggage,Domestic,Regular,588,1182,POWELL ST / GEARY ST,3RD ST / PALOU AV,NOT DELIVERED,1975-04-01,,,False,True,False,318916c0-66f3-11ea-8a7c-7077813058ce,NOT PAID,,7068
214,4060,Gordon,Lee224@ymail.co.in,7396097848,HARRISON ST / 6TH ST,Wholesale,932,1985-04-08,1993-01-16,841,Lee,In House logistics executive,VA,0 Block of MAIDEN LN,1610528704,Food and Beverages,International,Regular,442,713,2500 Block of MISSION ST,2600 Block of 34TH AV,DELIVERED,1987-03-06,1987-08-09,156.0,True,False,False,318a2800-66f3-11ea-b639-7077813058ce,PAID,1987-08-09,96496
408,8860,Zakariya,Roger478@ymail.co.in,4508931602,LAWTON ST / 10TH AV,Retail,834,1997-05-25,2016-06-27,521,Roger,Technical support executive,SD,100 Block of KISKA RD,4105997340,Hazardous Goods,Domestic,Express,216,939,600 Block of VALENCIA ST,500 Block of 9TH ST,DELIVERED,1990-02-21,1990-09-11,202.0,True,False,False,318b396c-66f3-11ea-9883-7077813058ce,PAID,1990-09-11,2988
902,7164,Otis,Zoya623@gmail.com,8013342363,0 Block of URANUS TR,Retail,209,1981-11-18,1993-12-21,2,Zoya,Transport manager,TN,400 Block of MASON ST,9250747856,Construction,Domestic,Express,946,1082,300 Block of OFARRELL ST,0 Block of RAE AV,DELIVERED,1989-01-06,1989-09-17,254.0,True,False,False,318cbfc6-66f3-11ea-b57f-7077813058ce,PAID,1989-09-17,83253
763,9792,Curtis,Robert627@yahoo.co.in,4775425957,300 Block of HYDE ST,Retail,330,1994-09-13,2005-07-01,637,Robert,Inventory manager,ID,1200 Block of HAIGHT ST,8907221376,Luggage,International,Express,796,1347,1700 Block of FULTON ST,100 Block of GOLDEN GATE AV,DELIVERED,2014-06-29,2014-09-09,72.0,True,False,False,318d82e8-66f3-11ea-9cca-7077813058ce,PAID,2014-09-09,87828
168,9934,Gabrielle,Danny201@yahoo.com,2535125840,1100 Block of SUTTER ST,Retail,138,1994-03-18,2009-12-17,407,Danny,Branch manager,MS,800 Block of ELLIS ST,5519170607,Arts and crafts,Domestic,Regular,26,47,DIVISADERO ST / JACKSON ST,0 Block of DESOTO ST,DELIVERED,1997-01-05,1997-06-12,158.0,True,False,False,318e4628-66f3-11ea-a70e-7077813058ce,PAID,1997-06-12,17035
723,1980,Dani,Ryker409@gmail.com,5833657416,1900 Block of PALOU AV,Retail,981,1977-03-20,1995-03-26,87,Ryker,Branch manager,CO,800 Block of BRYANT ST,4444871583,Automotive,Domestic,Express,490,762,SILLIMAN ST / BOWDOIN ST,200 Block of LEAVENWORTH ST,NOT DELIVERED,1981-07-23,,,False,True,False,318f305e-66f3-11ea-b203-7077813058ce,NOT PAID,,426
438,9251,Sadie,Zelda490@yahoo.co.in,5905581451,17TH ST / CAPP ST,Retail,130,2005-10-15,2009-07-08,894,Zelda,Inventory manager,OH,2300 Block of VICENTE ST,9892285623,Home Furnishing,Domestic,Regular,430,642,2300 Block of CHESTNUT ST,LAKE MERCED BL / SUNSET BL,DELIVERED,1977-03-26,1977-03-30,4.0,True,False,True,31901a98-66f3-11ea-830a-7077813058ce,PAID,1977-03-30,20238
162,6717,Emma,David957@ymail.com,3742557097,100 Block of LEAVENWORTH ST,Internal Goods,685,1974-03-11,1983-11-24,708,David,Inventory manager,VA,MISSION ST / RUSSIA AV,6155699440,Arts and crafts,Domestic,Express,209,665,500 Block of VALENCIA ST,6TH ST / STEVENSON ST,DELIVERED,1982-06-10,1982-10-29,141.0,True,False,False,3190ddc6-66f3-11ea-8fea-7077813058ce,PAID,1982-10-29,68331
246,3622,Eddie,Jacquelin945@yahoo.com,1157949513,MARKET ST / POWELL ST,Internal Goods,544,2018-10-02,2038-12-07,311,Jacquelin,In House logistics executive,VA,DOLORES ST / 30TH ST,2539275235,Automotive,International,Express,379,963,800 Block of 47TH AV,0 Block of LURLINE ST,DELIVERED,2019-03-03,2019-03-01,-2.0,True,False,True,3191ef06-66f3-11ea-bb69-7077813058ce,PAID,2019-03-01,86132
105,8808,Connie,Ardis505@ymail.com,6061993877,SPEAR ST / MARKET ST,Retail,384,2002-07-25,2014-11-03,888,Ardis,Delivery Boy,VA,1000 Block of POTRERO AV,4534991454,Industrial Equipments,Domestic,Regular,949,1419,KEITH ST / THOMAS AV,100 Block of CAPP ST,NOT DELIVERED,1997-08-27,,,False,True,False,31930050-66f3-11ea-8535-7077813058ce,NOT PAID,,766
308,4920,Ricky,Scott41@hotmail.com,7395125371,VANNESS AV / CALIFORNIA ST,Retail,467,1982-08-15,1993-04-25,678,Scott,Chief executive officer,NC,17TH ST / SHOTWELL ST,9411155106,Electronics,Domestic,Express,438,656,LYON ST / OFARRELL ST,1200 Block of NOE ST,NOT DELIVERED,1979-01-28,,,False,True,False,319438b6-66f3-11ea-9722-7077813058ce,NOT PAID,,13169
172,3140,Patrick,Alexia131@outlook.com,7624401610,100 Block of JONES ST,Wholesale,112,2004-12-13,2006-08-03,734,Alexia,Manager,NH,200 Block of LOWELL ST,1161903173,Food and Beverages,International,Express,726,1381,0 Block of HARRISON ST,1200 Block of GOLDEN GATE AV,DELIVERED,2004-10-29,2004-10-26,-3.0,True,False,True,319549e8-66f3-11ea-85a4-7077813058ce,PAID,2004-10-26,48657
775,8104,Annie,Donnell940@ymail.co.in,8271413320,0 Block of FREMONT ST,Wholesale,906,2012-04-29,2023-01-22,640,Donnell,Inventory manager,NY,2400 Block of MISSION ST,7858706884,Home Furnishing,Domestic,Express,451,713,0 Block of 6TH ST,1400 Block of RANKIN ST,NOT DELIVERED,2004-09-28,,,False,True,False,31963430-66f3-11ea-bdc7-7077813058ce,NOT PAID,,88037
333,2208,Elvia,Trent560@google.co.in,6202223720,300 Block of 14TH ST,Retail,609,1993-10-07,2002-03-11,189,Trent,Marketing manager,OR,0 Block of AUGUST AL,1967221186,Luggage,Domestic,Regular,812,1104,1800 Block of DONNER AV,19TH AV / LINCOLN WY,DELIVERED,2013-01-12,2013-08-11,211.0,True,False,False,31971e6e-66f3-11ea-86f5-7077813058ce,PAID,2013-08-11,21972
548,7043,Laurette,Gerald85@google.co.in,8194423563,HAROLD AV / BRUCE AV,Retail,379,2003-07-11,2011-07-09,685,Gerald,Material handling executive,WV,MISSION ST / FAIR AV,9336147887,Healthcare,International,Regular,240,571,800 Block of INGERSON AV,MISSION ST / 2ND ST,NOT DELIVERED,2012-06-17,,,False,True,False,31987dc0-66f3-11ea-a59b-7077813058ce,NOT PAID,,87886
665,7485,Austin,Zakariya835@yahoo.com,8529931415,600 Block of TOWNSEND ST,Retail,357,1979-09-07,1982-05-27,617,Zakariya,Engineering department manager,IL,300 Block of CAPP ST,8437782692,Arts and crafts,Domestic,Regular,982,1405,1300 Block of REVERE AV,0 Block of WILLIAR AV,DELIVERED,2010-01-12,2010-04-27,105.0,True,False,False,3199b61c-66f3-11ea-ab02-7077813058ce,PAID,2010-04-27,3244
305,1748,Willie,Artie206@ymail.com,4033094166,0 Block of POWELL ST,Internal Goods,364,2013-11-11,2022-09-22,508,Artie,Delivery Boy,GA,3500 Block of FILLMORE ST,4162410124,Automotive,Domestic,Express,954,1473,0 Block of DORE ST,100 Block of TURK ST,DELIVERED,1992-08-11,1992-11-01,82.0,True,False,False,319ac762-66f3-11ea-b75f-7077813058ce,PAID,1992-11-01,32031
938,9968,Diana,Ryan128@yahoo.com,1840361778,1200 Block of IRVING ST,Retail,69,1975-08-10,1986-06-30,406,Ryan,Block development manager,FL,0 Block of JONES ST,3864558057,Hazardous Goods,Domestic,Regular,35,20,1200 Block of THE EMBARCADERONORTH ST,500 Block of BRANNAN ST,NOT DELIVERED,2018-12-21,,,False,True,False,319bfff4-66f3-11ea-8fba-7077813058ce,NOT PAID,,51284
714,5330,Amelia,Albertha398@ymail.com,5888927246,TARAVAL ST / 48TH AV,Retail,973,2008-12-02,2026-03-24,132,Albertha,Assistant manager,NC,1000 Block of VANNESS AV,2019622576,Electronics,Domestic,Express,148,835,PIERCE ST / LOMBARD ST,8TH AV / CLEMENT ST,DELIVERED,2011-04-22,2011-06-08,47.0,True,False,False,319d3826-66f3-11ea-8b8d-7077813058ce,PAID,2011-06-08,23055
251,2183,Dennis,Carolyn538@yahoo.co.in,1146373455,7TH ST / MISSION ST,Internal Goods,455,1974-10-08,1988-07-09,785,Carolyn,Market analyst,NY,100 Block of SANJUAN AV,1837040341,Food and Beverages,International,Regular,422,651,1700 Block of NEWCOMB AV,1500 Block of LASALLE AV,DELIVERED,2003-10-25,2003-12-02,38.0,True,False,False,319e9766-66f3-11ea-9392-7077813058ce,PAID,2003-12-02,94926
330,2182,Paige,Ilana40@ymail.co.in,4951091066,EDDY ST / DIVISADERO ST,Retail,247,1971-01-02,1982-09-13,113,Ilana,Office manager,MI,900 Block of GRANT AV,4235755436,Home Furnishing,Domestic,Express,275,653,2300 Block of 25TH AV,HOLLYPARK CR / MURRAY ST,NOT DELIVERED,2012-02-08,,,False,True,False,319fa8a8-66f3-11ea-b17c-7077813058ce,NOT PAID,,312
69,1087,Lydia,Christa254@gmail.com,3384176833,EDDY ST / JONES ST,Wholesale,491,2008-04-19,2021-08-19,951,Christa,Market analyst,NJ,0 Block of HANCOCK ST,4933964760,Healthcare,Domestic,Regular,367,740,2000 Block of MISSION ST,2400 Block of SAN BRUNO AV,DELIVERED,2018-03-14,2018-08-30,169.0,True,False,False,31a0e11a-66f3-11ea-999b-7077813058ce,PAID,2018-08-30,45852
969,4296,Kandace,Bobby84@yahoo.com,7174320820,2100 Block of POLK ST,Internal Goods,826,2013-08-01,2024-06-08,169,Bobby,Head of marketing,KS,700 Block of MISSION ST,9986862728,Industrial Equipments,International,Express,507,1334,1100 Block of CONNECTICUT ST,1700 Block of 22ND AV,DELIVERED,2013-03-19,2013-03-09,-10.0,True,False,True,31a1cb62-66f3-11ea-81bc-7077813058ce,PAID,2013-03-09,77063
974,9784,Tianna,Laurence971@yahoo.co.in,2668150446,SANSOME ST / CHESTNUT ST,Internal Goods,400,2006-01-15,2020-03-04,984,Laurence,Head of marketing,SD,2900 Block of JACKSON ST,2460523574,Automotive,International,Regular,442,770,1000 Block of POTRERO AV,0 Block of LEAVENWORTH ST,DELIVERED,2013-04-23,2013-06-21,59.0,True,False,False,31a2b586-66f3-11ea-a9ea-7077813058ce,PAID,2013-06-21,44299
526,6210,Roxanne,Trevon752@yahoo.co.in,5992525888,1500 Block of HUDSON AV,Retail,271,2010-06-24,2029-11-03,881,Trevon,Sales manager,NM,1100 Block of MARKET ST,3243646644,Arts and crafts,International,Regular,510,1205,500 Block of 41ST AV,500 Block of GUERRERO ST,DELIVERED,1991-02-10,1991-07-03,143.0,True,False,False,31a3c6d8-66f3-11ea-983d-7077813058ce,PAID,1991-07-03,67123
510,5781,Hellen,Jason341@yahoo.com,5391751398,1200 Block of MCALLISTER ST,Retail,110,2013-11-11,2022-07-31,883,Jason,Material handling executive,IN,1600 Block of INDIANA ST,4932358514,Fashion,International,Regular,117,716,700 Block of MARKET ST,ELLIS ST / HYDE ST,NOT DELIVERED,1976-10-04,,,False,True,False,31a489fa-66f3-11ea-9155-7077813058ce,NOT PAID,,51104
444,8306,Zoie,Ramona899@yahoo.com,4305011101,16TH ST / MISSION ST,Retail,277,2010-05-14,2017-07-23,735,Ramona,Project director,NH,FULTON ST / 5TH AV,1419382893,Construction,Domestic,Express,973,1250,0 Block of CASTLEMANOR AV,LANE ST / REVERE AV,NOT DELIVERED,1987-10-25,,,False,True,False,31a5c242-66f3-11ea-960b-7077813058ce,NOT PAID,,35369
503,3270,George,Harvey871@ymail.co.in,3253132607,2200 Block of 14TH AV,Retail,85,1998-09-20,2018-10-29,120,Harvey,Transport manager,DC,200 Block of LAKEVIEW AV,6456637698,Food and Beverages,Domestic,Regular,243,935,GEARY ST / HYDE ST,1200 Block of MARKET ST,DELIVERED,1974-03-26,1974-05-25,60.0,True,False,False,31a6ac9c-66f3-11ea-926a-7077813058ce,PAID,1974-05-25,559
109,6787,Genesis,Ericka392@hotmail.com,3282200761,GOLDEN GATE AV / FILLMORE ST,Wholesale,863,2000-11-20,2008-12-13,92,Ericka,Marketing manager,TX,1000 Block of MARKET ST,4615496293,Luggage,Domestic,Express,715,1185,2000 Block of MISSION ST,500 Block of 39TH AV,NOT DELIVERED,2014-05-18,,,False,True,False,31a796d0-66f3-11ea-ae4e-7077813058ce,NOT PAID,,13394
823,3733,Reymundo,Scott810@ymail.co.in,8831717023,3000 Block of 23RD ST,Internal Goods,731,1980-04-20,1986-04-18,618,Scott,Sales manager,IL,DAVIS ST / CLAY ST,6419268208,Healthcare,Domestic,Express,571,1031,700 Block of STANYAN ST,600 Block of MISSION ST,DELIVERED,1975-05-18,1975-05-20,2.0,True,False,True,31a859f0-66f3-11ea-8394-7077813058ce,PAID,1975-05-20,51472
147,207,Boyd,Shirley751@gmail.com,6274955877,1500 Block of MCALLISTER ST,Retail,638,2017-05-21,2023-12-15,768,Shirley,Transport manager,TX,200 Block of INTERSTATE80 HY,3258758083,Industrial Equipments,Domestic,Express,369,646,300 Block of ATHENS ST,1400 Block of CLAY ST,DELIVERED,2005-03-20,2005-09-15,179.0,True,False,False,31a9925e-66f3-11ea-b9ab-7077813058ce,PAID,2005-09-15,99367
625,3,Janelle,Nevaeh593@outlook.com,9875661422,OAK ST / FILLMORE ST,Internal Goods,275,1994-04-02,2004-01-16,619,Nevaeh,Project director,CO,FITZGERALD AV / GRIFFITH ST,9823103962,Industrial Equipments,International,Regular,318,980,5600 Block of DIAMONDHEIGHTS BL,100 Block of ELLIOT ST,NOT DELIVERED,2018-10-03,,,False,True,False,31aa7c8c-66f3-11ea-bbd5-7077813058ce,NOT PAID,,98982
695,1896,Bryn,Rayburn250@yahoo.co.in,9976580262,JOHNFKENNEDY DR / TRANSVERSE DR,Retail,278,1977-09-29,1987-01-10,393,Rayburn,Sales manager,TX,LEAVENWORTH ST / ELLIS ST,5931525319,Food and Beverages,Domestic,Regular,266,833,2000 Block of MISSION ST,4600 Block of IRVING ST,NOT DELIVERED,2013-09-25,,,False,True,False,31ab66b6-66f3-11ea-b954-7077813058ce,NOT PAID,,47111
983,9631,Eriana,Rayburn258@gmail.com,7191264003,MISSION ST / 20TH ST,Retail,948,2011-01-22,2016-10-11,127,Rayburn,Manager,CA,400 Block of JONES ST,5199096406,Home Furnishing,International,Regular,60,166,200 Block of TURK ST,0 Block of ANKENY ST,NOT DELIVERED,1993-07-09,,,False,True,False,31ac02dc-66f3-11ea-8f7e-7077813058ce,NOT PAID,,87420
82,3132,Bayley,Sharyn974@ymail.co.in,3477191930,900 Block of HAYES ST,Retail,912,1977-09-02,1979-03-18,329,Sharyn,Fleet manager,CA,MISSION ST / 24TH ST,4926013012,Luggage,International,Express,121,557,NATOMA ST / 2ND ST,3500 Block of MISSION ST,NOT DELIVERED,1997-05-29,,,False,True,False,31aced36-66f3-11ea-b593-7077813058ce,NOT PAID,,59376
397,1202,Chasity,Leslie740@ymail.co.in,4935174932,600 Block of PAGE ST,Internal Goods,426,2007-11-04,2025-01-06,839,Leslie,Manager,IL,RUSSIA AV / ATHENS ST,1385206446,Automotive,International,Express,876,1045,1600 Block of DONNER AV,800 Block of LARKIN ST,NOT DELIVERED,2004-02-29,,,False,True,False,31add76e-66f3-11ea-bc98-7077813058ce,NOT PAID,,41003
